symbol,rank,name,sector,industry,pid,exg
SAAS,4,inContact Inc.,Technology,Computer Software: Prepackaged Software,0,O
SSP,3,E.W. Scripps Company (The),Consumer Services,Newspapers/Magazines,0,N
SSS,2,Sovran Self Storage Inc.,Consumer Services,Real Estate Investment Trusts,0,N
SSL,0,Sasol Ltd.,Energy,Oil & Gas Production,0,N
SSN,0,Samson Oil & Gas Limited,Energy,Oil & Gas Production,0,A
SSI,1,Stage Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,N
SSH,3,Sunshine Heart Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
LARK,0,Landmark Bancorp Inc.,Finance,Major Banks,0,O
SSD,3,Simpson Manufacturing Company Inc.,Capital Goods,Industrial Machinery/Components,0,N
SNY,4,Sanofi,Health Care,Major Pharmaceuticals,2,N
TBRA,-1,Tobira Therapeutics Inc.,n/a,n/a,0,O
SSB,3,South State Corporation,Finance,Major Banks,0,O
MFNC,0,Mackinac Financial Corporation,Finance,Major Banks,0,O
TCPI,3,TCP International Holdings Ltd.,Consumer Durables,Building Products,0,N
WSM,2,Williams-Sonoma Inc.,Consumer Services,Home Furnishings,4,N
ECF,0,Ellsworth Convertible Growth and Income Fund Inc.,n/a,n/a,0,A
RMP,3,Rice Midstream Partners LP,n/a,n/a,0,N
ECC,3,Eagle Point Credit Company Inc.,n/a,n/a,0,N
ECA,5,Encana Corporation,Energy,Oil & Gas Production,0,N
RDS/B,-1,Royal Dutch Shell PLC,n/a,n/a,0,N
EXPR,4,Express Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,N
SMACR,-1,Sino Mercury Acquisition Corp.,Finance,Business Services,0,O
SMACU,-1,Sino Mercury Acquisition Corp.,Finance,Business Services,0,O
ALQA,3,Alliqua Inc.,Health Care,Medical/Dental Instruments,0,O
BWL/A,-1,Bowl America Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0,A
LNN,3,Lindsay Corporation,Capital Goods,Industrial Machinery/Components,0,N
EXPO,3,Exponent Inc.,Consumer Services,Professional Services,0,O
ECR,3,Eclipse Resources Corporation,Energy,Oil & Gas Production,0,N
RMD,2,ResMed Inc.,Health Care,Medical/Dental Instruments,4,N
LND,0,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling,0,N
LNG,3,Cheniere Energy Inc.,Public Utilities,Oil/Gas Transmission,0,A
EXPE,1,Expedia Inc.,Consumer Services,Transportation Services,0,O
EXPD,3,Expeditors International of Washington Inc.,Transportation,Oil Refining/Marketing,4,O
BBN,-1,BalckRock Build America Bond Trust,n/a,n/a,0,N
BBL,5,BHP Billiton plc,Energy,Coal Mining,0,N
BBK,-1,Blackrock Municipal Bond Trust,n/a,n/a,0,N
BBG,3,Bill Barrett Corporation,Energy,Oil & Gas Production,0,N
BBF,-1,BlackRock Municipal Income Investment Trust,n/a,n/a,0,N
GSVC,0,GSV Capital Corp,n/a,n/a,0,O
BBC,0,BioShares Biotechnology Clinical Trials Fund,n/a,n/a,0,O
TRIB,3,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
BBY,3,Best Buy Co. Inc.,Consumer Services,Consumer Electronics/Video Chains,0,N
BBX,0,BBX Capital Corporation,Finance,Savings Institutions,0,N
BBW,1,Build-A-Bear Workshop Inc.,Consumer Services,Recreational Products/Toys,0,N
TRIV,3,TriVascular Technologies Inc.,Health Care,Medical/Dental Instruments,0,O
TRIP,4,TripAdvisor Inc.,Technology,Computer Software: Programming Data Processing,0,O
BBP,0,BioShares Biotechnology Products Fund,n/a,n/a,0,O
TPLM,3,Triangle Petroleum Corporation,Energy,Oil & Gas Production,0,A
FRA,-1,Blackrock Floating Rate Income Strategies Fund Inc,n/a,n/a,0,N
NBIX,3,Neurocrine Biosciences Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
NKSH,0,National Bankshares Inc.,Finance,Major Banks,0,O
CYS,1,CYS Investments Inc.,Consumer Services,Real Estate Investment Trusts,0,N
CYT,3,Cytec Industries Inc.,Basic Industries,Major Chemicals,4,N
POT,3,Potash Corporation of Saskatchewan Inc.,Basic Industries,Agricultural Chemicals,0,N
MRKT,3,Markit Ltd.,Finance,Investment Bankers/Brokers/Service,0,O
POL,3,PolyOne Corporation,Basic Industries,Major Chemicals,0,N
POM,3,PEPCO Holdings Inc.,Public Utilities,Power Generation,0,N
CYD,0,China Yuchai International Limited,Energy,Industrial Machinery/Components,0,N
CYH,2,Community Health Systems Inc.,Health Care,Hospital/Nursing Management,0,N
CYN,3,City National Corporation,Finance,Major Banks,4,N
SMED,3,Sharps Compliance Corp,Basic Industries,Environmental Services,0,O
TSEM,3,Tower Semiconductor Ltd.,Technology,Semiconductors,0,O
FWRD,3,Forward Air Corporation,Transportation,Oil Refining/Marketing,0,O
CFRX,3,ContraFect Corporation,Health Care,Major Pharmaceuticals,0,O
KIRK,2,Kirkland&#39;s Inc.,Consumer Services,Other Specialty Stores,0,O
CHEV,0,Cheviot Financial Corp,Finance,Savings Institutions,0,O
NPBC,3,National Penn Bancshares Inc.,Finance,Major Banks,0,O
HIFS,0,Hingham Institution for Savings,n/a,n/a,0,O
DGRW,0,WisdomTree U.S. Dividend Growth Fund,n/a,n/a,0,O
RCAP,5,RCS CAPITAL CORPORATION,Finance,Investment Bankers/Brokers/Service,0,N
CHEF,3,The Chefs&#39; Warehouse Inc.,Consumer Non-Durables,Food Distributors,0,O
HFFC,0,HF Financial Corp.,Finance,Savings Institutions,0,O
DGRE,0,WisdomTree Emerging Markets Dividend Growth Fund,n/a,n/a,0,O
VLY,3,Valley National Bancorp,Finance,Major Banks,0,N
AWX,0,Avalon Holdings Corporation,Public Utilities,Environmental Services,0,A
FSNN,4,Fusion Telecommunications International Inc.,Public Utilities,Telecommunications Equipment,0,O
AWP,0,Alpine Global Premier Properties Fund,n/a,n/a,0,N
AWK,3,American Water Works,Public Utilities,Water Supply,4,N
MQT,0,Blackrock MuniYield Quality Fund II Inc.,n/a,n/a,0,N
AWI,2,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products,0,N
AWH,3,Allied World Assurance Company Holdings AG,Finance,Property-Casualty Insurers,0,N
MQY,0,Blackrock MuniYield Quality Fund Inc.,n/a,n/a,0,N
AWF,0,Alliance World Dollar Government Fund II,n/a,n/a,0,N
FCAP,0,First Capital Inc.,Finance,Savings Institutions,0,O
FCAU,3,Fiat Chrysler Automobiles N.V.,n/a,n/a,0,N
GLOB,3,Globant S.A.,Technology,EDP Services,0,N
PXLW,3,Pixelworks Inc.,Technology,Semiconductors,0,O
GLOP,4,GasLog Partners LP,Consumer Services,Marine Transportation,0,N
FCAM,-1,Fiat Chrysler Automobiles N.V.,n/a,n/a,0,N
TTF,0,Thai Fund Inc. (The),n/a,n/a,0,N
OAS,5,Oasis Petroleum Inc.,Energy,Oil & Gas Production,0,N
LMIA,3,LMI Aerospace Inc.,Capital Goods,Military/Government/Technical,0,O
CSLT,3,Castlight Health inc.,Technology,EDP Services,0,N
WAFDW,-1,Washington Federal Inc.,Finance,Savings Institutions,0,O
SQNM,3,Sequenom Inc.,Capital Goods,Industrial Machinery/Components,0,O
VTNR,4,Vertex Energy Inc,Energy,Integrated oil Companies,0,O
SQNS,3,Sequans Communications S.A.,Technology,Semiconductors,0,N
ZF,0,Zweig Fund Inc. (The),n/a,n/a,0,N
EGRX,3,Eagle Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
CBNJ,3,Cape Bancorp Inc.,Finance,Major Banks,0,O
EGRW,3,iShares MSCI Emerging Markets Growth Index Fund,n/a,n/a,0,O
HALL,2,Hallmark Financial Services Inc.,Finance,Property-Casualty Insurers,0,O
HALO,3,Halozyme Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
BBOX,0,Black Box Corporation,Technology,Computer Communications Equipment,0,O
CRVP,0,Crystal Rock Holdings Inc.,Consumer Non-Durables,Food Distributors,0,A
DO,3,Diamond Offshore Drilling Inc.,Energy,Oil & Gas Production,0,N
DL,1,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services,0,N
WCRT,-1,West Coast Realty Trust Inc.,n/a,n/a,0,O
SWJ,-1,Stanley Black & Decker Inc.,Capital Goods,Industrial Machinery/Components,0,N
CRVL,0,CorVel Corp.,Finance,Specialty Insurers,0,O
SWN,3,Southwestern Energy Company,Energy,Oil & Gas Production,0,N
VNRCP,-1,Vanguard Natural Resources LLC,Energy,Oil & Gas Production,0,O
DD,3,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,5,N
CI,2,Cigna Corporation,Health Care,Medical Specialities,4,N
CH,0,Aberdeen Chile Fund Inc.,n/a,n/a,0,A
CO,3,China Cord Blood Corporation,Finance,Business Services,0,N
CM,4,Canadian Imperial Bank of Commerce,Finance,Commercial Banks,0,N
CL,3,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics,2,N
CB,1,Chubb Corporation (The),Finance,Property-Casualty Insurers,0,N
CA,3,CA Inc.,Technology,Computer Software: Prepackaged Software,0,O
CG,4,The Carlyle Group L.P.,Finance,Investment Managers,0,O
CF,3,CF Industries Holdings Inc.,Basic Industries,Agricultural Chemicals,0,N
CE,4,Celanese Corporation,Basic Industries,Major Chemicals,0,N
CY,2,Cypress Semiconductor Corporation,Technology,Semiconductors,0,O
CX,4,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,0,N
CS,4,Credit Suisse Group,Finance,Investment Bankers/Brokers/Service,0,N
CR,3,Crane Company,Capital Goods,Metal Fabrications,0,N
CP,3,Canadian Pacific Railway Limited,Transportation,Railroads,4,N
CW,2,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components,0,N
CU,0,First Trust ISE Global Copper Index Fund,n/a,n/a,0,O
BIOA/WS,-1,BioAmber Inc.,n/a,n/a,0,N
QQQC,3,Global X NASDAQ China Technology ETF,n/a,n/a,0,O
NAME,3,Rightside Group Ltd.,Miscellaneous,Business Services,0,O
GFNCP,-1,General Finance Corporation,Consumer Services,Other Specialty Stores,0,O
HUBG,3,Hub Group Inc.,Transportation,Oil Refining/Marketing,0,O
OILT,3,Oiltanking Partners L.P.,Energy,Natural Gas Distribution,0,N
ISHG,0,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,n/a,n/a,0,O
BDMS,0,Birner Dental Management Services Inc.,Health Care,Medical/Nursing Services,0,O
HUBS,3,HubSpot Inc.,Technology,Computer Software: Prepackaged Software,0,N
QQQX,0,NASDAQ Premium Income and Growth Fund Inc.,n/a,n/a,0,O
LXFR,5,Luxfer Holdings PLC,Basic Industries,Major Chemicals,0,N
LXFT,3,Luxoft Holding Inc.,Technology,EDP Services,0,N
ZNGA,2,Zynga Inc.,Technology,EDP Services,0,O
TWTR,3,Twitter Inc.,Technology,Computer Software: Programming Data Processing,2,N
SBGL,0,Sibanye Gold Limited,Basic Industries,Precious Metals,0,N
TUES,3,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores,0,O
SBGI,3,Sinclair Broadcast Group Inc.,Consumer Services,Broadcasting,4,O
WMS,3,Advanced Drainage Systems Inc.,Capital Goods,Containers/Packaging,0,N
EFUT,0,eFuture Information Technology Inc.,Technology,EDP Services,0,O
PSUN,1,Pacific Sunwear of California Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,O
VA,2,Virgin America Inc.,Transportation,Air Freight/Delivery Services,0,O
VC,3,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.,0,N
VE,0,Veolia Environnement,Public Utilities,Environmental Services,0,N
VG,1,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment,0,N
VR,3,Validus Holdings Ltd.,Finance,Property-Casualty Insurers,0,N
VZ,3,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,3,N
WMT,3,Wal-Mart Stores Inc.,Consumer Services,Department/Specialty Retail Stores,3,N
WMK,0,Weis Markets Inc.,Consumer Services,Food Chains,0,N
RBPAA,0,Royal Bancshares of Pennsylvania Inc.,Finance,Major Banks,0,O
LAMR,3,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,0,O
ALLE,3,Allegion plc,Consumer Services,Diversified Commercial Services,0,N
HCAP,3,Harvest Capital Credit Corporation,n/a,n/a,0,O
ALLB,0,Alliance Bancorp Inc. of Pennsylvania,Finance,Savings Institutions,0,O
TGC,0,Tengasco Inc.,Energy,Oil & Gas Production,0,A
IROQ,0,IF Bancorp Inc.,Finance,Savings Institutions,0,O
RVM,0,Revett Mining Company Inc.,Basic Industries,Precious Metals,0,A
EEML,3,iShares MSCI Emerging Markets Latin America Index Fund,n/a,n/a,0,O
ALLT,3,Allot Communications Ltd.,Technology,Computer Communications Equipment,0,O
DGICA,2,Donegal Group Inc.,Finance,Property-Casualty Insurers,0,O
DGICB,0,Donegal Group Inc.,Finance,Property-Casualty Insurers,0,O
HCAC,-1,Hennessy Capital Acquisition Corp.,Capital Goods,Construction/Ag Equipment/Trucks,0,O
EEME,0,iShares MSCI Emerging Markets EMEA Index Fund,n/a,n/a,0,O
EEMA,2,iShares MSCI Emerging Markets Asia Index Fund,n/a,n/a,0,O
ALLY,3,Ally Financial Inc.,Finance,Finance: Consumer Services,0,N
NVAX,3,Novavax Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
CTX,-1,Qwest Corporation,Public Utilities,Telecommunications Equipment,0,N
PBYI,3,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals,0,N
SRPT,3,Sarepta Therapeutics Inc.,Health Care,Major Pharmaceuticals,0,O
CCNE,3,CNB Financial Corporation,Finance,Major Banks,0,O
SURG,1,Synergetics USA Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0,O
CTC,0,IFM Investments Limited,Finance,Real Estate,0,N
PTN,3,Palatin Technologies Inc.,Health Care,Major Pharmaceuticals,0,A
INTC,2,Intel Corporation,Technology,Semiconductors,3,O
JMP,1,JMP Group Inc,Finance,Investment Bankers/Brokers/Service,0,N
INVT,0,Inventergy Global Inc.,Public Utilities,Telecommunications Equipment,0,O
PTC,3,PTC Inc.,Technology,Computer Software: Prepackaged Software,0,O
KLIC,1,Kulicke and Soffa Industries Inc.,Technology,Semiconductors,0,O
JMT,-1,Nuven Mortgage Opportunity Term Fund 2,n/a,n/a,0,N
INVN,3,InvenSense Inc.,Technology,Semiconductors,0,N
JMI,4,Javelin Mortgage Investment Corp.,Consumer Services,Real Estate Investment Trusts,0,N
PTY,0,Pimco Corporate & Income Opportunity Fund,n/a,n/a,0,N
JMM,0,Nuveen Multi-Market Income Fund,n/a,n/a,0,N
INVE,0,Identiv Inc.,Technology,Computer peripheral equipment,0,O
JMF,-1,Nuveen Energy MLP Total Return Fund,n/a,n/a,0,N
PTR,5,PetroChina Company Limited,Energy,Oil & Gas Production,0,N
PTP,1,Platinum Underwriters Holdings Ltd,Finance,Property-Casualty Insurers,0,N
MATW,0,Matthews International Corporation,Capital Goods,Metal Fabrications,0,O
AMPH,3,Amphastar Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
MATR,3,Mattersight Corporation,Consumer Services,Professional Services,0,O
MATX,2,Matson Inc.,Consumer Services,Marine Transportation,0,N
AMPE,3,Ampio Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,A
PCMI,3,PCM Inc.,Consumer Services,Catalog/Specialty Distribution,0,O
FNFG,4,First Niagara Financial Group Inc.,Finance,Major Banks,0,O
BREW,3,Craft Brew Alliance Inc.,Consumer Non-Durables,Beverages (Production/Distribution),0,O
ACAD,2,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
SUN,3,Sunoco LP,Energy,Oil Refining/Marketing,0,N
ZEUS,5,Olympic Steel Inc.,Basic Industries,Metal Fabrications,0,O
SUI,3,Sun Communities Inc.,Consumer Services,Real Estate Investment Trusts,0,N
ACAT,2,Arctic Cat Inc.,Capital Goods,Industrial Specialties,0,O
ACAS,3,American Capital Ltd.,n/a,n/a,0,O
SUP,3,Superior Industries International Inc.,Capital Goods,Auto Parts:O.E.M.,0,N
JBLU,1,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,0,O
TEI,-1,Templeton Emerging Markets Income Fund Inc.,n/a,n/a,0,N
NBY,0,NovaBay Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,A
TEL,4,TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components,0,N
AVEO,3,AVEO Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
LPNT,3,LifePoint Hospitals Inc.,Health Care,Hospital/Nursing Management,0,O
TEO,4,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment,0,N
NBS,3,Neostem Inc.,Health Care,Hospital/Nursing Management,0,O
NBR,5,Nabors Industries Ltd.,Energy,Oil & Gas Production,0,N
NBW,-1,Neuberger Berman California Intermediate Municipal Fund Inc.,n/a,n/a,0,A
TEF,4,Telefonica SA,Public Utilities,Telecommunications Equipment,0,N
INTX,0,Intersections Inc.,Technology,EDP Services,0,O
TEX,3,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks,0,N
NBH,-1,Neuberger Berman Intermediate Municipal Fund Inc.,n/a,n/a,0,A
NBO,-1,Neuberger Berman New York Intermediate Municipal Fund Inc.,n/a,n/a,0,A
NBN,0,Northeast Bancorp,Finance,Major Banks,0,O
NBL,5,Noble Energy Inc.,Energy,Oil & Gas Production,0,N
ATTO,1,Atento S.A.,Public Utilities,Telecommunications Equipment,0,N
NBB,-1,Nuveen Build America Bond Fund,n/a,n/a,0,N
TER,3,Teradyne Inc.,Capital Goods,Electrical Products,0,N
NBG,3,National Bank of Greece SA,Finance,Commercial Banks,0,N
TEU,3,Box Ships Inc.,Transportation,Marine Transportation,0,N
NBD,-1,Nuveen Build America Bond Opportunity Fund,n/a,n/a,0,N
CORE,3,Core-Mark Holding Company Inc.,Consumer Non-Durables,Food Distributors,0,O
DNB,4,Dun & Bradstreet Corporation (The),Finance,Finance: Consumer Services,0,N
DNN,2,Denison Mine Corp,Basic Industries,Precious Metals,0,A
DNI,0,Dividend and Income Fund,n/a,n/a,0,N
HWCC,3,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,0,O
RENN,1,Renren Inc.,Technology,EDP Services,0,N
CORT,2,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals,0,O
RENT,3,Rentrak Corporation,Miscellaneous,Business Services,0,O
CORR,2,CorEnergy Infrastructure Trust Inc.,n/a,n/a,0,N
DNR,3,Denbury Resources Inc.,Energy,Oil & Gas Production,0,N
Z,3,Zillow Inc.,Miscellaneous,Business Services,0,O
DNY,-1,The Denali Fund,n/a,n/a,0,N
TBPH,3,Theravance Biopharma Inc.,Health Care,Major Pharmaceuticals,0,O
BSAC,3,Banco Santander Chile,Finance,Commercial Banks,0,N
GJH,-1,SYNTHETIC FIXED INCOME SECURITIES INC,Finance,Finance: Consumer Services,0,N
TCRD,4,THL Credit Inc.,n/a,n/a,0,O
MFLX,1,Multi-Fineline Electronix Inc.,Technology,Electrical Products,0,O
DISH,4,DISH Network Corporation,Consumer Services,Television Services,0,O
RKT,3,Rock-Tenn Company,Consumer Durables,Containers/Packaging,0,N
WIRE,5,Encore Wire Corporation,Capital Goods,Metal Fabrications,0,O
EAA,-1,Entergy Arkansas Inc.,Public Utilities,Electric Utilities: Central,0,N
EAC,2,Erickson Incorporated,Capital Goods,Aerospace,0,O
EAB,-1,Entergy Arkansas Inc.,Public Utilities,Electric Utilities: Central,0,N
EAE,-1,Entergy Arkansas Inc.,Public Utilities,Electric Utilities: Central,0,N
EAD,-1,Wells Fargo Advantage Income Opportunities Fund,n/a,n/a,0,A
ALSN,2,Allison Transmission Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,4,N
ALSK,0,Alaska Communications Systems Group Inc.,Public Utilities,Telecommunications Equipment,0,O
EAT,2,Brinker International Inc.,Consumer Services,Restaurants,0,N
HOG,4,Harley-Davidson Inc.,Consumer Non-Durables,Motor Vehicles,0,N
CIDM,3,Cinedigm Corp,Miscellaneous,Business Services,0,O
HON,3,Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.,4,N
HOV,5,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,0,N
HOT,3,Starwood Hotels & Resorts Worldwide Inc.,Consumer Services,Hotels/Resorts,0,N
TROX,3,Tronox Limited,Basic Industries,Major Chemicals,0,N
HOS,5,Hornbeck Offshore Services,Consumer Services,Marine Transportation,0,N
TROW,3,T. Rowe Price Group Inc.,Finance,Investment Bankers/Brokers/Service,4,O
TROV,3,TrovaGene Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
KELYB,0,Kelly Services Inc.,Technology,Professional Services,0,O
KELYA,3,Kelly Services Inc.,Technology,Professional Services,0,O
KYTH,3,Kythera Biopharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0,O
NDSN,5,Nordson Corporation,Capital Goods,Industrial Machinery/Components,0,O
KITE,3,Kite Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
ICLN,0,iShares S&P Global Clean Energy Index Fund,n/a,n/a,0,O
LTRE,0,Learning Tree International Inc.,Consumer Services,Other Consumer Services,0,O
ICLD,0,InterCloud Systems Inc,Miscellaneous,Business Services,0,O
EVHC,3,Envision Healthcare Holdings Inc.,Health Care,Hospital/Nursing Management,0,N
AMD,4,Advanced Micro Devices Inc.,Technology,Semiconductors,0,N
IDXX,3,IDEXX Laboratories Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
CVLY,0,Codorus Valley Bancorp Inc,Finance,Savings Institutions,0,O
AEHR,0,Aehr Test Systems,Capital Goods,Electrical Products,0,O
ICLR,3,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0,O
AMX,2,America Movil S.A.B. de C.V.,Public Utilities,Telecommunications Equipment,0,N
FIS,4,Fidelity National Information Services Inc.,Miscellaneous,Business Services,0,N
RDCM,2,Radcom Ltd.,Technology,Computer peripheral equipment,0,O
LHO,2,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts,0,N
ADTN,3,ADTRAN Inc.,Public Utilities,Telecommunications Equipment,0,O
FIX,3,Comfort Systems USA Inc.,Capital Goods,Engineering & Construction,0,N
IFNA,0,iShares FTSE EPRA/NAREIT North America Index Fund,n/a,n/a,0,O
FIF,-1,First Trust Energy Infrastructure Fund,n/a,n/a,0,N
FIG,4,Fortress Investment Group LLC,Finance,Investment Managers,0,N
CLWT,0,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products,0,O
MWRX,-1,MergeWorthRx Corp.,Health Care,Medical/Nursing Services,0,O
FII,2,Federated Investors Inc.,Finance,Investment Managers,0,N
AMS,0,American Shared Hospital Services,Health Care,Medical Specialities,0,A
OXFD,4,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0,O
CHKP,3,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,0,O
CHKR,4,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production,0,N
CHKE,2,Cherokee Inc.,Consumer Non-Durables,Apparel,0,O
SZMK,0,Sizmek Inc.,Consumer Services,Advertising,0,O
WY,3,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts,4,N
FSLR,3,First Solar Inc.,Technology,Semiconductors,0,O
MAGS,0,Magal Security Systems Ltd.,Consumer Durables,Telecommunications Equipment,0,O
TGLS,0,Tecnoglass Inc.,Consumer Durables,Electronic Components,0,O
DSX,3,Diana Shipping inc.,Transportation,Marine Transportation,0,N
MRIN,3,Marin Software Incorporated,Technology,EDP Services,0,N
DSW,2,DSW Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0,N
DST,3,DST Systems Inc.,Technology,EDP Services,0,N
DSU,0,Blackrock Debt Strategies Fund Inc.,n/a,n/a,0,N
DSS,0,Document Security Systems Inc.,Technology,EDP Services,0,A
GLMD,0,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,0,O
DSM,0,Dreyfus Strategic Municipal Bond Fund Inc.,n/a,n/a,0,N
PEBK,0,Peoples Bancorp of North Carolina Inc.,Finance,Major Banks,0,O
DSE,0,Duff & Phelps Select Energy MLP Fund Inc.,n/a,n/a,0,N
PEBO,3,Peoples Bancorp Inc.,Finance,Major Banks,0,O
COOL,0,Majesco Entertainment Company,Technology,Computer Software: Prepackaged Software,0,O
ORB,2,Orbital Sciences Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,0,N
EPAX,0,Ambassadors Group Inc.,Consumer Services,Other Consumer Services,0,O
EPAY,3,Bottomline Technologies Inc.,Technology,Computer Software: Prepackaged Software,0,O
LMOS,3,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment,0,O
EDUC,0,Educational Development Corporation,Consumer Durables,Consumer Specialties,0,O
EPAM,4,EPAM Systems Inc.,Technology,EDP Services,0,N
LOJN,0,LoJack Corporation,Consumer Durables,Telecommunications Equipment,0,O
HABT,3,The Habit Restaurants Inc.,n/a,n/a,0,O
MNOV,4,MediciNova Inc.,Health Care,Major Pharmaceuticals,0,O
CBPX,2,Continental Building Products Inc.,Capital Goods,Building Materials,0,N
AUQ,3,AuRico Gold Inc.,Basic Industries,Precious Metals,0,N
CBPO,3,China Biologic Products Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0,O
GNCMA,0,General Communication Inc.,Public Utilities,Telecommunications Equipment,0,O
FMBI,4,First Midwest Bancorp Inc.,Finance,Major Banks,0,O
FMBH,0,First Mid-Illinois Bancshares Inc.,Finance,Major Banks,0,O
SOFO,4,Sonic Foundry Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0,O
BJRI,2,BJ&#39;s Restaurants Inc.,Consumer Services,Restaurants,0,O
VNRAP,-1,Vanguard Natural Resources LLC,Energy,Oil & Gas Production,0,O
XNPT,2,XenoPort Inc.,Health Care,Major Pharmaceuticals,0,O
CERE,3,Ceres Inc.,Consumer Non-Durables,Farming/Seeds/Milling,0,O
CERN,4,Cerner Corporation,Technology,EDP Services,4,O
NCLH,2,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation,0,O
CERU,3,Cerulean Pharma Inc.,Health Care,Major Pharmaceuticals,0,O
CERS,4,Cerus Corporation,Health Care,Medical/Dental Instruments,0,O
RGCO,0,RGC Resources Inc.,Public Utilities,Oil & Gas Production,0,O
VFL,0,Delaware Investments Florida Insured Municipal Income Fund,n/a,n/a,0,A
VFC,3,V.F. Corporation,Consumer Non-Durables,Apparel,0,N
TRMK,4,Trustmark Corporation,Finance,Major Banks,0,O
WTR,3,Aqua America Inc.,Public Utilities,Water Supply,4,N
WTS,3,Watts Water Technologies Inc.,Capital Goods,Metal Fabrications,0,N
WTT,0,Wireless Telecom Group  Inc.,Capital Goods,Electrical Products,0,A
WTW,2,Weight Watchers International Inc,Consumer Services,Other Consumer Services,0,N
MAA,3,Mid-America Apartment Communities Inc.,Consumer Services,Real Estate Investment Trusts,0,N
WTI,4,W&T Offshore Inc.,Energy,Oil & Gas Production,0,N
WTM,3,White Mountains Insurance Group Ltd.,Finance,Property-Casualty Insurers,0,N
UNAM,0,Unico American Corporation,Finance,Property-Casualty Insurers,0,O
PTBIW,-1,PlasmaTech Biopharmaceuticals Inc.,n/a,n/a,0,O
IACI,1,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,0,O
LAKE,0,Lakeland Industries Inc.,Health Care,Industrial Specialties,0,O
IVAC,3,Intevac Inc.,Technology,Industrial Machinery/Components,0,O
