symbol,rank,name,sector,industry,pid
AWX,0,Avalon Holdings Corporation,Public Utilities,Environmental Services,0
AWR,1,American States Water Company,Public Utilities,Water Supply,0
AWP,0,Alpine Global Premier Properties Fund,n/a,n/a,0
AWK,3,American Water Works,Public Utilities,Water Supply,0
MQT,0,Blackrock MuniYield Quality Fund II Inc.,n/a,n/a,0
AWI,2,Armstrong World Industries Inc,Consumer Non-Durables,Plastic Products,0
AWH,3,Allied World Assurance Company Holdings AG,Finance,Property-Casualty Insurers,0
MQY,0,Blackrock MuniYield Quality Fund Inc.,n/a,n/a,0
AWF,0,Alliance World Dollar Government Fund II,n/a,n/a,0
FCAP,0,First Capital Inc.,Finance,Savings Institutions,0
FCAU,3,Fiat Chrysler Automobiles N.V.,n/a,n/a,0
GLOB,3,Globant S.A.,Technology,EDP Services,0
GLOG,1,GasLog LP.,Consumer Services,Marine Transportation,0
GLOP,4,GasLog Partners LP,Consumer Services,Marine Transportation,0
GLOW,0,Glowpoint Inc.,Public Utilities,Telecommunications Equipment,0
VLT,0,Invesco High Income Trust II,n/a,n/a,0
OAS,5,Oasis Petroleum Inc.,Energy,Oil & Gas Production,0
LMIA,3,LMI Aerospace Inc.,Capital Goods,Military/Government/Technical,0
CSLT,3,Castlight Health inc.,Technology,EDP Services,0
WAFDW,-1,Washington Federal Inc.,Finance,Savings Institutions,0
SQNM,3,Sequenom Inc.,Capital Goods,Industrial Machinery/Components,0
VTNR,4,Vertex Energy Inc,Energy,Integrated oil Companies,0
SQNS,3,Sequans Communications S.A.,Technology,Semiconductors,0
USLV,0,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve,Finance,Investment Bankers/Brokers/Service,0
C,2,Citigroup Inc.,Finance,Major Banks,2
CBNJ,3,Cape Bancorp Inc.,Finance,Major Banks,0
EGRW,3,iShares MSCI Emerging Markets Growth Index Fund,n/a,n/a,0
HALL,2,Hallmark Financial Services Inc.,Finance,Property-Casualty Insurers,0
HALO,3,Halozyme Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
BBOX,0,Black Box Corporation,Technology,Computer Communications Equipment,0
CRVP,0,Crystal Rock Holdings Inc.,Consumer Non-Durables,Food Distributors,0
DO,3,Diamond Offshore Drilling Inc.,Energy,Oil & Gas Production,0
DL,1,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services,0
WCRT,-1,West Coast Realty Trust Inc.,n/a,n/a,0
SWJ,-1,Stanley Black & Decker Inc.,Capital Goods,Industrial Machinery/Components,0
CRVL,0,CorVel Corp.,Finance,Specialty Insurers,0
VNRCP,-1,Vanguard Natural Resources LLC,Energy,Oil & Gas Production,0
DD,3,E.I. du Pont de Nemours and Company,Basic Industries,Major Chemicals,1
CI,2,Cigna Corporation,Health Care,Medical Specialities,0
CH,0,Aberdeen Chile Fund Inc.,n/a,n/a,0
CO,3,China Cord Blood Corporation,Finance,Business Services,0
CM,4,Canadian Imperial Bank of Commerce,Finance,Commercial Banks,0
CL,3,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics,2
CB,1,Chubb Corporation (The),Finance,Property-Casualty Insurers,0
CA,3,CA Inc.,Technology,Computer Software: Prepackaged Software,0
CG,4,The Carlyle Group L.P.,Finance,Investment Managers,0
CF,3,CF Industries Holdings Inc.,Basic Industries,Agricultural Chemicals,0
CE,4,Celanese Corporation,Basic Industries,Major Chemicals,0
DSGX,3,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software,0
CX,4,Cemex S.A.B. de C.V.,Capital Goods,Building Materials,0
CS,4,Credit Suisse Group,Finance,Investment Bankers/Brokers/Service,0
CR,3,Crane Company,Capital Goods,Metal Fabrications,0
CP,3,Canadian Pacific Railway Limited,Transportation,Railroads,0
CW,2,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components,0
CU,0,First Trust ISE Global Copper Index Fund,n/a,n/a,0
BIOA/WS,-1,BioAmber Inc.,n/a,n/a,0
QQQC,3,Global X NASDAQ China Technology ETF,n/a,n/a,0
NAME,3,Rightside Group Ltd.,Miscellaneous,Business Services,0
GFNCP,-1,General Finance Corporation,Consumer Services,Other Specialty Stores,0
HUBG,3,Hub Group Inc.,Transportation,Oil Refining/Marketing,0
OILT,3,Oiltanking Partners L.P.,Energy,Natural Gas Distribution,0
ISHG,0,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,n/a,n/a,0
BDMS,0,Birner Dental Management Services Inc.,Health Care,Medical/Nursing Services,0
HUBS,3,HubSpot Inc.,Technology,Computer Software: Prepackaged Software,0
QQQX,0,NASDAQ Premium Income and Growth Fund Inc.,n/a,n/a,0
LXFR,5,Luxfer Holdings PLC,Basic Industries,Major Chemicals,0
LXFT,3,Luxoft Holding Inc.,Technology,EDP Services,0
ZNGA,2,Zynga Inc.,Technology,EDP Services,0
TWTR,3,Twitter Inc.,Technology,Computer Software: Programming Data Processing,2
SBGL,0,Sibanye Gold Limited,Basic Industries,Precious Metals,0
TUES,3,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores,0
SBGI,3,Sinclair Broadcast Group Inc.,Consumer Services,Broadcasting,0
DWRE,3,DEMANDWARE INC.,Technology,EDP Services,0
EFUT,0,eFuture Information Technology Inc.,Technology,EDP Services,0
PSUN,1,Pacific Sunwear of California Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
VA,2,Virgin America Inc.,Transportation,Air Freight/Delivery Services,0
VC,3,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.,0
VE,0,Veolia Environnement,Public Utilities,Environmental Services,0
VG,1,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment,0
VR,3,Validus Holdings Ltd.,Finance,Property-Casualty Insurers,0
VZ,3,Verizon Communications Inc.,Public Utilities,Telecommunications Equipment,3
CAPNW,-1,Capnia Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
AIXG,3,Aixtron SE,Technology,Industrial Machinery/Components,0
RBPAA,0,Royal Bancshares of Pennsylvania Inc.,Finance,Major Banks,0
LAMR,3,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,0
ALLE,3,Allegion plc,Consumer Services,Diversified Commercial Services,0
HCAP,3,Harvest Capital Credit Corporation,n/a,n/a,0
ALLB,0,Alliance Bancorp Inc. of Pennsylvania,Finance,Savings Institutions,0
TGC,0,Tengasco Inc.,Energy,Oil & Gas Production,0
IROQ,0,IF Bancorp Inc.,Finance,Savings Institutions,0
RVM,0,Revett Mining Company Inc.,Basic Industries,Precious Metals,0
EEML,3,iShares MSCI Emerging Markets Latin America Index Fund,n/a,n/a,0
ALLT,3,Allot Communications Ltd.,Technology,Computer Communications Equipment,0
DGICA,2,Donegal Group Inc.,Finance,Property-Casualty Insurers,0
DGICB,0,Donegal Group Inc.,Finance,Property-Casualty Insurers,0
HCAC,-1,Hennessy Capital Acquisition Corp.,Capital Goods,Construction/Ag Equipment/Trucks,0
EEME,0,iShares MSCI Emerging Markets EMEA Index Fund,n/a,n/a,0
EEMA,2,iShares MSCI Emerging Markets Asia Index Fund,n/a,n/a,0
ALLY,3,Ally Financial Inc.,Finance,Finance: Consumer Services,0
NVAX,3,Novavax Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
CTX,-1,Qwest Corporation,Public Utilities,Telecommunications Equipment,0
PBYI,3,Puma Biotechnology Inc,Health Care,Major Pharmaceuticals,0
SRPT,3,Sarepta Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
CCNE,3,CNB Financial Corporation,Finance,Major Banks,0
SURG,1,Synergetics USA Inc.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,0
CTC,0,IFM Investments Limited,Finance,Real Estate,0
PTN,3,Palatin Technologies Inc.,Health Care,Major Pharmaceuticals,0
INTC,2,Intel Corporation,Technology,Semiconductors,3
JMP,1,JMP Group Inc,Finance,Investment Bankers/Brokers/Service,0
INVT,0,Inventergy Global Inc.,Public Utilities,Telecommunications Equipment,0
PTC,3,PTC Inc.,Technology,Computer Software: Prepackaged Software,0
KLIC,1,Kulicke and Soffa Industries Inc.,Technology,Semiconductors,0
JMT,-1,Nuven Mortgage Opportunity Term Fund 2,n/a,n/a,0
INVN,3,InvenSense Inc.,Technology,Semiconductors,0
JMI,4,Javelin Mortgage Investment Corp.,Consumer Services,Real Estate Investment Trusts,0
PTY,0,Pimco Corporate & Income Opportunity Fund,n/a,n/a,0
PTX,0,Pernix Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals,0
INVE,0,Identiv Inc.,Technology,Computer peripheral equipment,0
JMF,-1,Nuveen Energy MLP Total Return Fund,n/a,n/a,0
PTR,5,PetroChina Company Limited,Energy,Oil & Gas Production,0
PTP,1,Platinum Underwriters Holdings Ltd,Finance,Property-Casualty Insurers,0
MATW,0,Matthews International Corporation,Capital Goods,Metal Fabrications,0
AMPH,3,Amphastar Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
FNFV,3,Fidelity National Financial Inc.,Finance,Specialty Insurers,0
MATX,2,Matson Inc.,Consumer Services,Marine Transportation,0
AMPE,3,Ampio Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
PCMI,3,PCM Inc.,Consumer Services,Catalog/Specialty Distribution,0
UWN,0,Nevada Gold & Casinos Inc.,Consumer Services,Services-Misc. Amusement & Recreation,0
BREW,3,Craft Brew Alliance Inc.,Consumer Non-Durables,Beverages (Production/Distribution),0
ACAD,2,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
SUN,3,Sunoco LP,Energy,Oil Refining/Marketing,0
ZEUS,5,Olympic Steel Inc.,Basic Industries,Metal Fabrications,0
SUI,3,Sun Communities Inc.,Consumer Services,Real Estate Investment Trusts,0
ACAT,2,Arctic Cat Inc.,Capital Goods,Industrial Specialties,0
ACAS,3,American Capital Ltd.,n/a,n/a,0
SUP,3,Superior Industries International Inc.,Capital Goods,Auto Parts:O.E.M.,0
JBLU,1,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,0
TEI,-1,Templeton Emerging Markets Income Fund Inc.,n/a,n/a,0
NBY,0,NovaBay Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
TEL,4,TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components,0
AVEO,3,AVEO Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
TEN,3,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.,0
TEO,4,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment,0
NBS,3,Neostem Inc.,Health Care,Hospital/Nursing Management,0
NBR,5,Nabors Industries Ltd.,Energy,Oil & Gas Production,0
NBW,-1,Neuberger Berman California Intermediate Municipal Fund Inc.,n/a,n/a,0
TEF,4,Telefonica SA,Public Utilities,Telecommunications Equipment,0
INTX,0,Intersections Inc.,Technology,EDP Services,0
TEX,3,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks,0
NBH,-1,Neuberger Berman Intermediate Municipal Fund Inc.,n/a,n/a,0
NBO,-1,Neuberger Berman New York Intermediate Municipal Fund Inc.,n/a,n/a,0
NBN,0,Northeast Bancorp,Finance,Major Banks,0
NBL,5,Noble Energy Inc.,Energy,Oil & Gas Production,0
TEP,3,Tallgrass Energy Partners LP,Public Utilities,Natural Gas Distribution,0
NBB,-1,Nuveen Build America Bond Fund,n/a,n/a,0
TER,3,Teradyne Inc.,Capital Goods,Electrical Products,0
NBG,3,National Bank of Greece SA,Finance,Commercial Banks,0
TEU,3,Box Ships Inc.,Transportation,Marine Transportation,0
NBD,-1,Nuveen Build America Bond Opportunity Fund,n/a,n/a,0
SWHC,3,Smith & Wesson Holding Corporation,Capital Goods,Ordnance And Accessories,0
DNB,4,Dun & Bradstreet Corporation (The),Finance,Finance: Consumer Services,0
DNN,2,Denison Mine Corp,Basic Industries,Precious Metals,0
DNI,0,Dividend and Income Fund,n/a,n/a,0
HWCC,3,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,0
RENN,1,Renren Inc.,Technology,EDP Services,0
CORT,2,Corcept Therapeutics Incorporated,Health Care,Major Pharmaceuticals,0
DNP,0,Duff & Phelps Utilities Income Inc.,n/a,n/a,0
CORR,2,CorEnergy Infrastructure Trust Inc.,n/a,n/a,0
DNR,3,Denbury Resources Inc.,Energy,Oil & Gas Production,0
Z,3,Zillow Inc.,Miscellaneous,Business Services,0
DNY,-1,The Denali Fund,n/a,n/a,0
TBPH,3,Theravance Biopharma Inc.,Health Care,Major Pharmaceuticals,0
BSAC,3,Banco Santander Chile,Finance,Commercial Banks,0
MWE,5,MarkWest Energy Partners LP,Energy,Oil & Gas Production,0
TCRD,4,THL Credit Inc.,n/a,n/a,0
MFLX,1,Multi-Fineline Electronix Inc.,Technology,Electrical Products,0
PCF,0,Putnam High Income Bond Fund,n/a,n/a,0
DISH,4,DISH Network Corporation,Consumer Services,Television Services,0
RKT,3,Rock-Tenn Company,Consumer Durables,Containers/Packaging,0
WIRE,5,Encore Wire Corporation,Capital Goods,Metal Fabrications,0
EAA,-1,Entergy Arkansas Inc.,Public Utilities,Electric Utilities: Central,0
EAC,2,Erickson Incorporated,Capital Goods,Aerospace,0
EAB,-1,Entergy Arkansas Inc.,Public Utilities,Electric Utilities: Central,0
EAE,-1,Entergy Arkansas Inc.,Public Utilities,Electric Utilities: Central,0
EAD,-1,Wells Fargo Advantage Income Opportunities Fund,n/a,n/a,0
ALSN,2,Allison Transmission Holdings Inc.,Capital Goods,Auto Parts:O.E.M.,0
ALSK,0,Alaska Communications Systems Group Inc.,Public Utilities,Telecommunications Equipment,0
ATRO,2,Astronics Corporation,Capital Goods,Military/Government/Technical,0
EAT,2,Brinker International Inc.,Consumer Services,Restaurants,0
HOG,4,Harley-Davidson Inc.,Consumer Non-Durables,Motor Vehicles,0
CIDM,3,Cinedigm Corp,Miscellaneous,Business Services,0
HON,3,Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.,0
HOV,5,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,0
HOT,3,Starwood Hotels & Resorts Worldwide Inc.,Consumer Services,Hotels/Resorts,0
TROX,3,Tronox Limited,Basic Industries,Major Chemicals,0
HOS,5,Hornbeck Offshore Services,Consumer Services,Marine Transportation,0
TROW,3,T. Rowe Price Group Inc.,Finance,Investment Bankers/Brokers/Service,0
TROV,3,TrovaGene Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
KELYB,0,Kelly Services Inc.,Technology,Professional Services,0
KELYA,3,Kelly Services Inc.,Technology,Professional Services,0
KYTH,3,Kythera Biopharmaceuticals Inc.,Health Care,Major Pharmaceuticals,0
NDSN,5,Nordson Corporation,Capital Goods,Industrial Machinery/Components,0
KITE,3,Kite Pharma Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),0
ICLN,0,iShares S&P Global Clean Energy Index Fund,n/a,n/a,0
LTRE,0,Learning Tree International Inc.,Consumer Services,Other Consumer Services,0
ICLD,0,InterCloud Systems Inc,Miscellaneous,Business Services,0
EVHC,3,Envision Healthcare Holdings Inc.,Health Care,Hospital/Nursing Management,0
AMD,4,Advanced Micro Devices Inc.,Technology,Semiconductors,0
IDXX,3,IDEXX Laboratories Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
AMG,1,Affiliated Managers Group Inc.,Finance,Investment Managers,0
AEHR,0,Aehr Test Systems,Capital Goods,Electrical Products,0
LTRX,2,Lantronix Inc.,Technology,Computer Communications Equipment,0
NWE,2,NorthWestern Corporation,Public Utilities,Power Generation,0
FIS,4,Fidelity National Information Services Inc.,Miscellaneous,Business Services,0
RDCM,2,Radcom Ltd.,Technology,Computer peripheral equipment,0
LHO,2,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts,0
ADTN,3,ADTRAN Inc.,Public Utilities,Telecommunications Equipment,0
FIX,3,Comfort Systems USA Inc.,Capital Goods,Engineering & Construction,0
PRGNL,-1,Paragon Shipping Inc.,Transportation,Marine Transportation,0
FIF,-1,First Trust Energy Infrastructure Fund,n/a,n/a,0
FIG,4,Fortress Investment Group LLC,Finance,Investment Managers,0
CLWT,0,Euro Tech Holdings Company Limited,Consumer Durables,Diversified Electronic Products,0
MWRX,-1,MergeWorthRx Corp.,Health Care,Medical/Nursing Services,0
FII,2,Federated Investors Inc.,Finance,Investment Managers,0
AMS,0,American Shared Hospital Services,Health Care,Medical Specialities,0
OXFD,4,Oxford Immunotec Global PLC,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
CHKP,3,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,0
CHKR,4,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production,0
RMT,0,Royce Micro-Cap Trust Inc.,n/a,n/a,0
CHKE,2,Cherokee Inc.,Consumer Non-Durables,Apparel,0
SZMK,0,Sizmek Inc.,Consumer Services,Advertising,0
WY,3,Weyerhaeuser Company,Consumer Services,Real Estate Investment Trusts,0
FSLR,3,First Solar Inc.,Technology,Semiconductors,0
WPPGY,4,WPP plc,Technology,Advertising,0
FPRX,1,Five Prime Therapeutics Inc.,Health Care,Major Pharmaceuticals,0
DSX,3,Diana Shipping inc.,Transportation,Marine Transportation,0
MRIN,3,Marin Software Incorporated,Technology,EDP Services,0
DSW,2,DSW Inc.,Consumer Services,Clothing/Shoe/Accessory Stores,0
DST,3,DST Systems Inc.,Technology,EDP Services,0
DSU,0,Blackrock Debt Strategies Fund Inc.,n/a,n/a,0
DSS,0,Document Security Systems Inc.,Technology,EDP Services,0
DSL,-1,DoubleLine Income Solutions Fund,n/a,n/a,0
DSM,0,Dreyfus Strategic Municipal Bond Fund Inc.,n/a,n/a,0
PEBK,0,Peoples Bancorp of North Carolina Inc.,Finance,Major Banks,0
DSE,0,Duff & Phelps Select Energy MLP Fund Inc.,n/a,n/a,0
PEBO,3,Peoples Bancorp Inc.,Finance,Major Banks,0
COOL,0,Majesco Entertainment Company,Technology,Computer Software: Prepackaged Software,0
ORB,2,Orbital Sciences Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,0
EPAX,0,Ambassadors Group Inc.,Consumer Services,Other Consumer Services,0
EPAY,3,Bottomline Technologies Inc.,Technology,Computer Software: Prepackaged Software,0
LMOS,3,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment,0
EDUC,0,Educational Development Corporation,Consumer Durables,Consumer Specialties,0
EPAM,4,EPAM Systems Inc.,Technology,EDP Services,0
LOJN,0,LoJack Corporation,Consumer Durables,Telecommunications Equipment,0
HABT,3,The Habit Restaurants Inc.,n/a,n/a,0
MNOV,4,MediciNova Inc.,Health Care,Major Pharmaceuticals,0
CBPX,2,Continental Building Products Inc.,Capital Goods,Building Materials,0
AUQ,3,AuRico Gold Inc.,Basic Industries,Precious Metals,0
AUY,3,Yamana Gold Inc.,Basic Industries,Precious Metals,0
GNCMA,0,General Communication Inc.,Public Utilities,Telecommunications Equipment,0
FMBI,4,First Midwest Bancorp Inc.,Finance,Major Banks,0
FMBH,0,First Mid-Illinois Bancshares Inc.,Finance,Major Banks,0
SOFO,4,Sonic Foundry Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,0
BJRI,2,BJ&#39;s Restaurants Inc.,Consumer Services,Restaurants,0
VNRAP,-1,Vanguard Natural Resources LLC,Energy,Oil & Gas Production,0
XNPT,2,XenoPort Inc.,Health Care,Major Pharmaceuticals,0
CERE,3,Ceres Inc.,Consumer Non-Durables,Farming/Seeds/Milling,0
CERN,4,Cerner Corporation,Technology,EDP Services,0
NCLH,2,Norwegian Cruise Line Holdings Ltd.,Consumer Services,Marine Transportation,0
CERU,3,Cerulean Pharma Inc.,Health Care,Major Pharmaceuticals,0
CERS,4,Cerus Corporation,Health Care,Medical/Dental Instruments,0
RGCO,0,RGC Resources Inc.,Public Utilities,Oil & Gas Production,0
VFL,0,Delaware Investments Florida Insured Municipal Income Fund,n/a,n/a,0
VFC,3,V.F. Corporation,Consumer Non-Durables,Apparel,0
TRMK,4,Trustmark Corporation,Finance,Major Banks,0
WTR,3,Aqua America Inc.,Public Utilities,Water Supply,0
WTS,3,Watts Water Technologies Inc.,Capital Goods,Metal Fabrications,0
WTT,0,Wireless Telecom Group  Inc.,Capital Goods,Electrical Products,0
WTW,2,Weight Watchers International Inc,Consumer Services,Other Consumer Services,0
MAA,3,Mid-America Apartment Communities Inc.,Consumer Services,Real Estate Investment Trusts,0
WTI,4,W&T Offshore Inc.,Energy,Oil & Gas Production,0
WTM,3,White Mountains Insurance Group Ltd.,Finance,Property-Casualty Insurers,0
UNAM,0,Unico American Corporation,Finance,Property-Casualty Insurers,0
PTBIW,-1,PlasmaTech Biopharmaceuticals Inc.,n/a,n/a,0
IACI,1,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,0
LAKE,0,Lakeland Industries Inc.,Health Care,Industrial Specialties,0
IVAC,3,Intevac Inc.,Technology,Industrial Machinery/Components,0
IVAN,0,Ivanhoe Energy Inc.,Energy,Oil & Gas Production,0
OFLX,0,Omega Flex Inc.,Capital Goods,Industrial Specialties,0
FORM,3,FormFactor Inc.,Technology,Semiconductors,0
RTN,3,Raytheon Company,Capital Goods,Industrial Machinery/Components,2
RTI,2,RTI International Metals Inc.,Capital Goods,Metal Fabrications,0
RTK,3,Rentech Inc.,Basic Industries,Agricultural Chemicals,0
SEIC,3,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,0
GFED,3,Guaranty Federal Bancshares Inc.,Finance,Major Banks,0
PLNR,2,Planar Systems Inc.,Capital Goods,Industrial Machinery/Components,0
HCCI,4,Heritage-Crystal Clean Inc.,Basic Industries,Miscellaneous,0
G,3,Genpact Limited,Consumer Services,Professional Services,0
SALM,2,Salem Communications Corporation,Consumer Services,Broadcasting,0
CCLP,4,CSI Compressco LP,n/a,n/a,0
RALY,1,Rally Software Development Corp.,Technology,Computer Software: Prepackaged Software,0
NVCN,3,Neovasc Inc.,Health Care,Medical/Dental Instruments,0
SKBI,0,Skystar Bio-Pharmaceutical Company,Health Care,Major Pharmaceuticals,0
OGEN,0,Oragenics Inc.,Health Care,Major Pharmaceuticals,0
ISR,0,IsoRay Inc.,Health Care,Medical/Dental Instruments,0
ISP,-1,ING Group N.V.,Finance,Life Insurance,0
TFSCU,-1,1347 Capital Corp.,n/a,n/a,0
TFSCW,-1,1347 Capital Corp.,Finance,Business Services,0
XUE,0,Xueda Education Group,Consumer Services,Other Consumer Services,0
ISH,0,International Shipholding Corporation,Transportation,Marine Transportation,0
ISM,-1,SLM Corporation,Finance,Finance: Consumer Services,0
TNAV,2,TeleNav Inc.,Capital Goods,Industrial Machinery/Components,0
ISG,-1,ING Group N.V.,Finance,Life Insurance,0
ISF,-1,ING Group N.V.,Finance,Life Insurance,0
ISD,-1,Prudential Short Duration High Yield Fund Inc.,n/a,n/a,0
JKS,3,JinkoSolar Holding Company Limited,Technology,Semiconductors,0
PVA,4,Penn Virginia Corporation,Energy,Oil & Gas Production,0
PVG,2,Pretium Resources Inc.,Basic Industries,Precious Metals,0
PVH,3,PVH Corp.,Consumer Non-Durables,Apparel,0
MZOR,4,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments,0
FRC,3,FIRST REPUBLIC BANK,n/a,n/a,0
IRMD,2,iRadimed Corporation,n/a,n/a,0
FRD,0,Friedman Industries Inc.,Capital Goods,Steel/Iron Ore,0
FRO,1,Frontline Ltd.,Transportation,Marine Transportation,0
FRM,0,Furmanite Corporation,Basic Industries,Engineering & Construction,0
FRS,0,Frisch&#39;s Restaurants Inc.,Consumer Services,Restaurants,0
FRP,3,FairPoint Communications Inc.,Public Utilities,Telecommunications Equipment,0
HMST,4,HomeStreet Inc.,Finance,Banks,0
FRT,3,Federal Realty Investment Trust,Consumer Services,Real Estate Investment Trusts,0
HMSY,3,HMS Holdings Corp,Miscellaneous,Business Services,0
SNMX,3,Senomyx Inc.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,0
UUU,0,Universal Security Instruments Inc.,Consumer Non-Durables,Electronic Components,0
SWI,3,Solarwinds Inc.,Technology,Computer Software: Prepackaged Software,0
SWH,0,Stanley Black & Decker Inc.,Capital Goods,Industrial Machinery/Components,0
SWK,4,Stanley Black & Decker Inc.,Capital Goods,Industrial Machinery/Components,0
DM,2,Dominion Midstream Partners LP,Public Utilities,Natural Gas Distribution,0
SWM,0,Schweitzer-Mauduit International Inc.,Basic Industries,Paper,0
DK,5,Delek US Holdings Inc.,Energy,Integrated oil Companies,0
SWN,3,Southwestern Energy Company,Energy,Oil & Gas Production,0
DF,2,Dean Foods Company,Consumer Non-Durables,Specialty Foods,0
DG,3,Dollar General Corporation,Consumer Services,Department/Specialty Retail Stores,0
SWC,5,Stillwater Mining Company,Basic Industries,Precious Metals,0
DE,3,Deere & Company,Capital Goods,Industrial Machinery/Components,0
DB,5,Deutsche Bank AG,Finance,Major Banks,0
MGLN,4,Magellan Health Inc.,Health Care,Hospital/Nursing Management,0
SWY,3,Safeway Inc.,Consumer Services,Food Chains,0
SWX,1,Southwest Gas Corporation,Public Utilities,Oil & Gas Production,0
VNQI,0,Vanguard Global ex-U.S. Real Estate ETF,n/a,n/a,0
SWZ,0,Swiss Helvetia Fund Inc. (The),n/a,n/a,0
PPSI,2,Pioneer Power Solutions Inc.,Consumer Durables,Electrical Products,0
DX,3,Dynex Capital Inc.,Consumer Services,Real Estate Investment Trusts,0
DY,3,Dycom Industries Inc.,Basic Industries,Water Supply,0
DV,3,DeVry Education Group Inc.,Consumer Services,Other Consumer Services,0
DW,0,Drew Industries Incorporated,Capital Goods,Auto Parts:O.E.M.,0
SWS,-1,SWS Group Inc.,Finance,Investment Bankers/Brokers/Service,0
SAEX,3,SAExploration Holdings Inc.,Energy,Oil & Gas Production,0
SWU,-1,Stanley Black & Decker Inc.,Capital Goods,Industrial Machinery/Components,0
DQ,3,DAQO New Energy Corp.,Technology,Semiconductors,0
TGS,3,Transportadora De Gas Sa Ord B,Public Utilities,Natural Gas Distribution,0
TGP,1,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation,0
GYC,-1,Corporate Asset Backed Corp CABCO,Finance,Finance: Consumer Services,0
GYB,-1,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services,0
TGT,2,Target Corporation,Consumer Services,Department/Specialty Retail Stores,0
TGB,3,Taseko Mines Limited,Basic Industries,Precious Metals,0
LPHI,0,Life Partners Holdings Inc,Finance,Life Insurance,0
TGA,4,Transglobe Energy Corp,Energy,Oil & Gas Production,0
ATVI,3,Activision Blizzard Inc,Technology,Computer Software: Prepackaged Software,0
TGD,4,Timmons Gold Corp,Basic Industries,Precious Metals,0
TGE,3,TGC Industries Inc.,Energy,Oil & Gas Production,0
TGH,3,Textainer Group Holdings Limited,Technology,Diversified Commercial Services,0
TGI,3,Triumph Group Inc.,Capital Goods,Aerospace,0
MYGN,2,Myriad Genetics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,0
INTG,0,The Intergroup Corporation,Consumer Services,Building operators,0
SYBT,3,Stock Yards Bancorp Inc.,Finance,Major Banks,0
DHI,3,D.R. Horton Inc.,Capital Goods,Homebuilding,0
DHG,-1,DWS High Income Opportunities Fund Inc.,n/a,n/a,0
INTL,0,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,0
INTU,3,Intuit Inc.,Technology,Computer Software: Prepackaged Software,0
INTT,0,inTest Corporation,Capital Goods,Electrical Products,0
DHY,0,Credit Suisse High Yield Bond Fund,n/a,n/a,0
DHX,2,Dice Holdings Inc.,Miscellaneous,Business Services,0
DHT,3,DHT Holdings Inc.,Transportation,Marine Transportation,0
XCRA,3,Xcerra Corporation,Capital Goods,Electrical Products,0
